Weapon_ID	name	min_damage	max_damage	crit_chance	crit	Speed	reach	2-handed	ranged	light	range_speed	ranged_type	sprite	damage_type	secondary damage	secondary type	proc_type	proc_chance	proc_level	slash_sprite
tech_bow+		7	12	5	200	15	7	1	1				arrow1		6	s	emp	15	1	
epic_short_bow_fire+	Imperial Scout bow	3	7	5	200	15	7	1	1				arrow1		2	f				
frost_bow2+	Frost Bow	6	10	5	200	11	7	1	1				arrow1		4	c				
death_bow3+	Ghost Eye	7	13	5	200	10	7	1	1				arrow1		6	d				
vulcan_bow2+	Vulcan bow2	6	11	6	200	11	7	1	1				arrow1		4	f				
composite_bow+		13	17	5	200	10	7	1	1				arrow1							
long_bow_shock+	Long Bow of Shock	7	12	4	200	11	7	1	1				arrow1		5	s				
malan_bow+		9	15	5	200	10	7	1	1				arrow1		4	p				
staff_1+	Staff of Force	7	11	5	200	9	7	1	1		800	s	b_magic							
staff_fire_1+	Staff of Scorching	8	13	5	200	9	7	1	1			s	fire1	f						
staff_3	Staff+ of Mighty Missiles	11	16	5	200	9	7	1	1			s	b_magic							
staff_fire_4+	Magma Greatstaff A3	13	19	6	200	9	7	1	1			s	fire1	f						
staff_tesla+	Tesla Rod A2	15	21	5	200	9	7	1	1			s	ion_single	s			emp	20	2	
staff_ice_4+	First Winter A4	15	22	6	200	9	7	1	1			s	ice1	c						
staff_arcanist+	Arcanist Staff A3	15	21	6	200	9	7	1	1			s	b_magic							
staff_shock_4+	Staff of the Traveller A2	8	14	5	200	9	7	1	1			s	b_magic		8	s				
staff_death_2+	Tolassian Staff	10	15	5	200	9	7	1	1			s	death1	d						
staff_shock_2+	Staff of Storms	7	13	5	200	9	7	1	1			s	b_magic		3	s	stun	5	2	
staff_ice_2+	Staff of the Seas	10	15	5	200	9	7	1	1			s	ice1	c			stun	5	2	
staff_shock_3+	Polarized Staff A1	6	11	5	200	9	7	1	1			s	b_magic		5	s	stun	5	2	
staff_impact+	Arcanist Staff A5	15	23	6	200	9	7	1	1			s	b_magic				stun	5	2	
staff_death_5+	Staff of Dead Kings A5	14	23	6	200	9	7	1	1			s	death1	d						
staff_spirit_3+	Staff of Wonder A1	8	15	5	200	9	7	1	1			s	b_magic		5	p				
staff_toxic_4+	The Corruptor A3	10	16	6	200	9	7	1	1			s	g_magic		7	t				
staff_toxic_1+	Vitriolic Staff	6	10	5	200	9	7	1	1			s	g_magic		2	t				
wand_1+	Apprentice Wand	2	8	11	200	11	7		1			w	b_magic							
wand_fire_1+	Wand of Scorching A1	8	10	6	200	11	7		1			w	fire1	f						
wand_2+	Journeyman Wand	3	11	13	200	11	7		1			w	b_magic							
wand_3+	Conjurer Wand	4	11	13	200	11	7		1			w	b_magic							
wand_ice_2b+	Frog Wand	6	10	6	200	11	7		1			w	w_magic		3	c				
wand_4+	Invisible Fist	10	15	10	200	11	6		1			w	b_magic							
wand_death_2+	Tolassian Wand	6	10	6	200	11	7		1			w	black_magic		3	d				
wand_tesla+	Tesla Emitter A2	11	16	7	200	11	7		1			w	ion_single	s			emp	20	2	
wand_arcanist+	Arcanist Wand	11	16	6	200	11	7		1			w	b_magic							
wand_fire_4+	Rod of Incineration A2	11	16	6	200	11	7		1			w	fire1	f						
wand_shock_3+	Wand of Storms	7	10	6	200	11	7		1			w	b_magic		4	s	stun	10	1	
wand_toxic_3+	Acidspitter A1	7	11	6	200	11	7		1			w	acid1		5	t				
wand_spirit_3+	Golden Branch	7	12	6	200	11	7		1			w	b_magic		4	p				
wand_ice_5+	Crystallized Wand	10	16	6	200	11	7		1			w	w_magic	c						
wand_spirit_4+	Golden Wand A2	7	13	6	200	11	7		1			w	b_magic		5	p				
wand_ice_2+	Icy Wand	5	9	6	200	11	7		1			w	w_magic		2	c				
wand_fire_3+	Imperial Battlemage W. A1	10	17	6	200	11	7		1			w	fire1	f						
wand_death_4+	Underworld Wand A4	9	16	7	200	11	7		1			w	death1		6	d				
teststaff	Underworld Wand A4	200	400	20	300	20	7		1			w	death1							
kassian lsword	kassian longsword v1	7	12	7	180	10	1							s	2	p				
wood_axe	Iron Axe	2	12	7	200	10	1													
light_spirit	lightning	1	1	7	200	10	1							s						
light_spirit_strong	lightning	4	7	7	200	10	8		1				arrow1	s						
maln_spirit1	spirit_maul	10	18	5	220	8	1	1									stun	13	3	
longsword_spirit2	spirit_lsword	8	15	11	250	14	1								12	p				
longsword_spirit3	spirit_lsword	3	5	4	350	21	1								12	p				
maln_staff	eldrich_cold	19	28	5	200	9	7	1	1			s	ice1	c			stun	40	2	
iron_crossbow	crossbow1	6	20	10	160	2	8	1	1				arrow1							
steel_crossbow	crossbow2	15	30	10	160	2	8	1	1				arrow1							
bluesteel_crossbow	crossbow3	25	40	10	160	2	8	1	1				arrow1							
silver_crossbow	crossbow4	16	28	10	160	4	8	1	1				arrow1							
cascade_crossbow	crossbow5	10	65	6	190	3	8	1	1				arrow1							
guardian_crossbow	crossbow6	60	80	5	160	1	8	1	1				arrow1							
vasilisk_eye	crossbow7	25	50	4	160	3	8	1	1				arrow1		15	t	paralysis	15	3	
amnystia_crossbow	crossbow8	10	250	4	150	1	8	1	1				arrow1							
justiciar_crossbow_fire	crossbow9	60	80	5	160	1	8	1	1				arrow1		4	f				
justiciar_crossbow_cold	crossbow9	60	80	5	160	1	8	1	1				arrow1		4	c				
assasin_crossbow	samostrel1	9	18	18	150	11	8	1	1				arrow1							
executioner_crossbow	crossbow10	320	320	1	100	1	8	1	1				arrow1							
iltera_shard	samostrel2	9	15	18	140	13	8	1	1				arrow1		3	d				
valhella_shard	samostrel3	7	17	18	160	13	8	1	1				arrow1		3	f				
greatsword_wights	flash_and_bones	6	11	4	200	8	1	1							5	t				
bluesteel_longsword_gorxv2	Blue steel longsword	5	10	6	200	10	1								4	f				
Gaxe_fire	greataxe_fire4	5	13	6	200	9	1	1							4	f				
fabskeleton2_Gsword	fabgs	2	8	6	200	9	1	1							8	t				
spiritw_sword	spwsword	2	6	6	200	12	1							p						
spiritw_berserk_sword	spwsword	4	8	8	200	16	1							p						
spiritw_legattwoh_sword	spwsword	5	10	8	200	6	1	1						p	7	s				
spirit_punch_1	Ice elemental	3	7	1	200	10	1								4	s				
spirit_punch_2	Ice elemental	5	10	1	200	10	1								8	s				
